CheckListKey,Genus,Species,Subspecies,CombinedLatin,CommonName,Show,NWquadrant,NEquadrant,SWquadrant,SEquadrant,Kind,Revised,Author,Year,Changed,By,Comment,CountTotal,Countys,Endangered,Synonym,Family,GCKey,grp,SortOrder,tmp_SitesReporting,tmp_TotalCount,tmp_HighCountSite,tmp_HighCount,tmp_HighCountDate,tmp_HighCtyAbbr
4568.1,Enodia,anthedon,,Enodia anthedon,Northern Pearly-Eye,TRUE,,,,,B,F,A. H. Clark,1936,,,,2060,57,"res., uncommon, localized, southeasternly",,48,40,0,711,24,200,Kiser Lake State Park-1 & 2,23,7/2/2011,Cham
4568.2,Enodia,creola,,Enodia creola,Creole Pearly-Eye,FALSE,,,,,B,T,Skinner,1897,,,,0,0,Species of possible occurrence in Ohio,,48,40,0,712,,,,,,
4568.3,Satyrodes,eurydice,eurydice,Satyrodes eurydice eurydice,Northern Eyed Brown,TRUE,,,N,N,B,T,Johansson,1763,,,,1107,33,"res., uncommon, northeasternly",,48,40,0,713  a,8,44,Wolf Creek Environm'l Center,9,6/26/2011,Medi
4569  a,Satyrodes,appalachia,leeuwi,Satyrodes appalachia leeuwi,Appalachian Eyed Brown,TRUE,,,N,N,B,T,Gatrelle & Arbogast,1974,,,,1462,27,"res., rare to uncommon, localized",,48,40,0,714  b,7,195,Davidson Butterfly Preserve,20,7/13/2011,Delw
4573,Cyllopsis,gemma,gemma,Cyllopsis gemma gemma,Gemmed Satyr,TRUE,N,N,,,B,T,Hubner,1808,,,,471,9,"res., rare, localized @ low densities",,48,40,0,718  a,6,56,Harsha Lake - Corps Area,5,8/27/2011,Cler
4575,Hermeuptychia,sosybius,,Hermeuptychia sosybius,Carolina Satyr,TRUE,N,N,,,B,T,Fabricius,1793,,,,447,11,"res., rare, localized",,48,40,0,720,5,46,Lynx Prairie,18,8/4/2011,Adam
4577,Neonympha,mitchellii,mitchellii,Neonympha mitchellii mitchellii,Mitchell's Satyr,FALSE,N,N,N,N,B,F,French,1889,,,,0,0,"EXTIRPATED (probably), res., rare",,48,40,0,722,,,,,,
4578,Megisto,cymela,cymela,Megisto cymela cymela,Little Wood Satyr,TRUE,,,,,B,T,Cramer,1777,,,,55418,107,"res., common",,48,40,0,723  a,57,3982,Pine Hollow,314,6/4/2011,Summ
4583,Coenonympha,tullia,inornata,Coenonympha tullia inornata,Common Ringlet,TRUE,N,N,N,N,B,T,,2005,,,"Some experts consider this to be a distinct species, separate from European poputalions.",1,1,,,,,,4583,0,0,,0,,
4587  b,Cercyonis,pegala,alope,Cercyonis pegala alope,Common Wood Nymph,TRUE,,,,,B,T,Fabricius,1793,,,,16696,100,"res., uncommon to common",,48,40,0,732  c,47,830,Pine Hollow,70,7/4/2011,Summ
4587  c,Cercyonis,pegala,nephele,Cercyonis pegala nephele,Common Wood Nymph,FALSE,,,,,B,T,W. F. Kirby,1837,,,northern subspecies,0,0,"res., uncommon to common",,48,40,0,732  d,,,,,,
4614,Danaus,plexippus,,Danaus plexippus,Monarch,TRUE,,,,,B,T,Linnaeus,1758,,,,36339,114,"regular immigrant, common",,49,40,0,760,69,1955,Dike 14 NP-Cleve.Lakefront NP,118,9/12/2011,Cuyh
4615  b,Danaus,gilippus,strigosus,Danaus gilippus strigosus,Queen,FALSE,N,N,N,N,B,T,Bates,1864,,,,0,0,"stray, rare",D. g. thersippus,49,40,0,761  b,,,,,,
A000,Unknown,voucher,,Unknown voucher,Unidentified Voucher,TRUE,,,,,B,T,unknown,0,,,,111,13,,,,,,A000,0,0,,0,,Erie
A001,Unidentified,blue,,Unidentified blue,Unidentified Blue,TRUE,,,,,B,T,J. Wiedmann,2004,6/29/2004,B. K. Coleman,Suggested addition by Jerry Wiedmann,504,23,,,,,,A001,2,7,Shawnee Bridal Trail #5 - NW,5,5/12/2011,Scit
A002,Unidentified,butterfly,,Unidentified butterfly,Unidentified Butterfly,TRUE,,,,,B,T,J. Wiedmann,2004,6/29/2004,B. K. Coleman,Suggested addition by Jerry Wiedmann,532,42,,,,,,A002,9,40,Top Of The World,12,6/30/2011,Summ
A003,Unidentified,dark skipper,,Unidentified dark skipper,Unidentified Dark Skipper,TRUE,,,,,S,T,J. Wiedmann,,6/29/2004,B. K. Coleman,Suggested addition by Jerry Wiedmann,164,31,,,,,,A003,6,14,Top Of The World,5,6/9/2011,Summ
A004,Unidentified,duskywing,,Unidentified duskywing,Unidentified Duskywing,TRUE,,,,,S,T,J. Wiedmann,,6/29/2004,B. K. Coleman,Suggested addition by Jerry Wiedmann,614,40,,,,,,A004,8,19,Shawnee Bridle Trail #5 - SE,6,5/12/2011,Cler
A005,Unidentified,hairstreak,,Unidentified hairstreak,Unidentified Hairstreak,TRUE,,,,,B,T,J. Wiedmann,,6/29/2004,B. K. Coleman,Suggested addition by Jerry Wiedmann,118,28,,,,,,A005,8,23,Shawnee Bridle Trail #5 - SE,10,7/28/2011,Cler
A006,Unidentified,light skipper,,Unidentified light skipper,Unidentified Light Skipper,TRUE,,,,,S,T,J. Wiedmann,,6/29/2004,B. K. Coleman,Suggested addition by Jerry Wiedmann,82,14,,,,,,A006,1,1,Brookside Reservation-C.M.Zoo,1,6/13/2011,Cuyh
A007,Unidentified,polygonia,,Unidentified polygonia,Unidentified Polygonia,TRUE,,,,,B,T,J. Wiedmann,,6/29/2004,B. K. Coleman,Suggested addition by Jerry Wiedmann,397,47,,,,,,A007,20,61,Germantown MetroPark,4,4/3/2011,Mont
A008,Unidentified,skipper,,Unidentified skipper,Unidentified Skipper,TRUE,,,,,S,T,J. Wiedmann,,6/29/2004,B. K. Coleman,Suggested addition by Jerry Wiedmann,966,69,,,,,,A008,24,110,Kelleys Island - Coleman Tract,9,6/25/2011,Erie
A009,Unidentified,sulphur,,Unidentified sulphur,Unidentified Sulphur,TRUE,,,,,B,T,J. Wiedmann,,6/29/2004,B. K. Coleman,Suggested addition by Jerry Wiedmann,1375,50,,,,,,A009,11,67,Aullwood Center,29,10/25/2011,Mont
A010,Unidentified,swallowtail,,Unidentified swallowtail,Unidentified Swallowtail,TRUE,,,,,B,T,J. Wiedmann,,6/29/2004,B. K. Coleman,Suggested addition by Jerry Wiedmann,205,29,,,,,,A010,7,29,Top Of The World,4,8/11/2011,Summ
A011,Unidentified,vanessa,,Unidentified vanessa,Unidentified Vanessa,TRUE,,,,,B,T,J. Wiedmann,,6/29/2004,B. K. Coleman,Suggested addition by Jerry Wiedmann,16,9,,,,,,A011,0,0,,0,,Cler
A012,Unidentified,fritillary,,Unidentified fritillary,Unidentified Fritillary,TRUE,,,,,B,T,B. Coleman,2005,6/29/2005,B. K. Coleman,,106,26,,,,,,A012,5,9,Brookside Reservation-C.M.Zoo,3,7/6/2011,Cuyh
A013,Undentified,satyr,,Undentified satyr,Unidentified Satyr,TRUE,,,,,B,T,B. Coleman,2007,1/8/2007,B. K. Coleman,,16,7,,,,,,A013,2,4,Shawnee Bridal Trail #5 - NW,2,7/27/2011,Scit
A014,Unidentified,sootywing,,Unidentified sootywing,Unidentified Sootywing,TRUE,,,,,B,T,B.K. Coleman,2007,,,,122,16,,,,,,A014,4,9,Aullwood Center,3,8/4/2011,Mont
A099,None Seen This Day,None seen this day,,None Seen This Day None seen this day,None seen this day,TRUE,,,,,B,T,,,,,,538,79,,,,,,,31,55,Pententiary Glen,1,4/30/2011,Lake
